 Código,Programa,Instituição de Ensino,Sigla da IES,Modalidade,Área de Avaliação,Nota da Avaliação
12001015015P1,MATEMÁTICA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
15001016041P0,MATEMÁTICA E ESTATÍSTICA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
22001018003P1,MATEMÁTICA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
24001015035P6,MATEMÁTICA,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
24009016012P7,MATEMÁTICA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
25001019003P0,MATEMÁTICA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
25001019048P3,ESTATÍSTICA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
26001012015P0,MATEMÁTICA,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
28001010003P1,MATEMÁTICA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
31001017003P7,MATEMÁTICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
31001017005P0,ESTATÍSTICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
31003010003P3,MATEMÁTICA,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,6
31005012003P2,MATEMÁTICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
31008011001P9,MATEMÁTICA,INSTITUTO NACIONAL DE MATEMÁTICA PURA E APLICADA,IMPA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
32001010003P0,MATEMÁTICA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
32001010053P7,ESTATÍSTICA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
33001014007P8,MATEMÁTICA,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
33002010005P1,MATEMÁTICA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,6
33002010006P8,MATEMÁTICA APLICADA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,6
33002010007P4,Probabilidade e Estatística,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,6
33002045003P5,MATEMÁTICA,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
33003017003P5,MATEMÁTICA,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
33003017004P1,MATEMÁTICA APLICADA,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,6
33003017006P4,ESTATÍSTICA,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
33004153071P0,MATEMÁTICA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS SÃO JOSÉ DO RIO PRETO,UNESP-SÃO JOSÉ DO RIO PRETO,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
40001016041P1,MATEMÁTICA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
40004015013P7,MATEMÁTICA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
41001010001P6,MATEMÁTICA PURA E APLICADA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
42001013003P8,MATEMÁTICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
42001013063P0,MATEMÁTICA APLICADA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
52001016001P3,MATEMÁTICA,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
53001010003P2,MATEMÁTICA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,7
33003017085P1,MATEMÁTICA APLICADA E COMPUTACIONAL,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Prof.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
30001013023P5,MATEMÁTICA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
23001011042P0,MATEMÁTICA APLICADA E ESTATISTICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
42002010034P0,MATEMÁTICA,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
32006012023P2,MATEMÁTICA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
40002012030P6,MATEMÁTICA APLICADA E COMPUTACIONAL,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
31008011002P5,MÉTODOS MATEMÁTICOS EM FINANÇAS,INSTITUTO NACIONAL DE MATEMÁTICA PURA E APLICADA,IMPA,Prof.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
32002017035P5,MATEMÁTICA,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
53001010074P7,ESTATISTICA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33144010002P3,MATEMÁTICA,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33004137065P9,MATEMÁTICA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS RIO CLARO,UNESP-RIO CLARO,Prof.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
21001014021P7,MATEMÁTICA,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33004129046P9,Matematica Aplicada e Computacional,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS PRESIDENTE PRUDENTE,UNESP-PRESIDENTE PRUDENTE,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
32005016030P2,MATEMÁTICA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
20001010019P0,MATEMATICA,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
28001010081P2,MATEMÁTICA - UFBA-UFAL,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
15001016061P1,MATEMÁTICA - UFPA - UFAM,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
24001015058P6,MATEMÁTICA - UFPB-J.P. - UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
31011012013P4,Matemática Aplicada e Ciência de Dados,FUNDAÇÃO GETULIO VARGAS - RIO DE JANEIRO,FGV-RJ,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33002010223P9,Ensino de Matemática,UNIVERSIDADE DE SÃO PAULO,USP,Prof.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33001014045P7,Estatística,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,5
32003013012P1,Matemática,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33002045021P3,"Matemática, Estatística e Computação Aplicadas à Indústria",UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Prof.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,4
33009015092P6,Matemática Pura e Aplicada,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
27001016177P3,MATEMÁTICA,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
42001013177P6,ESTATÍSTICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
33002029056P0,MATEMÁTICA ,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,USP-RIBEIRÃO PRETO,Aca.,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ,3
12001015012P2,INFORMÁTICA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,COMPUTAÇÃO,6
22001018031P5,CIÊNCIAS DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,COMPUTAÇÃO,5
22002014002P1,INFORMÁTICA APLICADA,UNIVERSIDADE DE FORTALEZA,UNIFOR,Aca.,COMPUTAÇÃO,4
23001011022P9,SISTEMAS E COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,COMPUTAÇÃO,5
24009016005P0,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Aca.,COMPUTAÇÃO,4
25001019004P6,CIÊNCIAS DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,COMPUTAÇÃO,7
30001013007P0,INFORMÁTICA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,COMPUTAÇÃO,4
31001017004P3,ENGENHARIA DE SISTEMAS E COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,COMPUTAÇÃO,7
31001017110P8,INFORMÁTICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,COMPUTAÇÃO,4
31003010046P4,COMPUTAÇÃO,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,COMPUTAÇÃO,6
31005012004P9,INFORMÁTICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,COMPUTAÇÃO,7
31007015009P3,SISTEMAS E COMPUTAÇÃO,INSTITUTO MILITAR DE ENGENHARIA,IME,Aca.,COMPUTAÇÃO,3
32001010004P6,CIÊNCIAS DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,COMPUTAÇÃO,7
32002017027P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Aca.,COMPUTAÇÃO,4
32006012017P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,COMPUTAÇÃO,5
33001014008P4,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,COMPUTAÇÃO,5
33002010176P0,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,COMPUTAÇÃO,6
33002045004P1,CIÊNCIAS DA COMPUTAÇÃO E MATEMÁTICA COMPUTACIONAL,UNIVERSIDADE DE SÃO PAULO - CAMPUS SÃO CARLOS,USP-SÃO CARLOS,Aca.,COMPUTAÇÃO,7
33003017005P8,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,COMPUTAÇÃO,7
40001016034P5,INFORMÁTICA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,COMPUTAÇÃO,6
40003019004P1,Informática,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Aca.,COMPUTAÇÃO,5
40004015019P5,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,COMPUTAÇÃO,4
41001010025P2,CIÊNCIAS DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,COMPUTAÇÃO,5
42001013004P4,COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,COMPUTAÇÃO,7
42005019016P8,CIÊNCIA DA COMPUTAÇÃO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Aca.,COMPUTAÇÃO,7
42007011006P5,COMPUTAÇÃO APLICADA,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Aca.,COMPUTAÇÃO,5
51001012012P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,COMPUTAÇÃO,4
52001016027P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,COMPUTAÇÃO,4
53001010054P6,INFORMÁTICA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,COMPUTAÇÃO,5
32008015011P7,INFORMÁTICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Aca.,COMPUTAÇÃO,4
15001016047P9,Computação,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,COMPUTAÇÃO,5
25001019062P6,CIÊNCIAS DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Prof.,COMPUTAÇÃO,4
33004153073P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS SÃO JOSÉ DO RIO PRETO,UNESP-SÃO JOSÉ DO RIO PRETO,Aca.,COMPUTAÇÃO,4
24001015047P4,INFORMÁTICA,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,COMPUTAÇÃO,4
28013018005P5,SISTEMAS E COMPUTAÇÃO,UNIVERSIDADE SALVADOR,UNIFACS,Aca.,COMPUTAÇÃO,3
25004018011P1,ENGENHARIA DA COMPUTAÇÃO,UNIVERSIDADE DE PERNAMBUCO,UPE,Aca.,COMPUTAÇÃO,4
25019015001P0,ENGENHARIA DE SOFTWARE,FACULDADE CESAR,FCE,Prof.,COMPUTAÇÃO,4
31021018009P9,INFORMÁTICA,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,Aca.,COMPUTAÇÃO,4
22003010018P1,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Aca.,COMPUTAÇÃO,4
28001010061P1,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,COMPUTAÇÃO,3
42002010036P3,Ciência da Computação,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,COMPUTAÇÃO,3
41005015010P7,COMPUTAÇÃO,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Aca.,COMPUTAÇÃO,4
40002012033P5,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,COMPUTAÇÃO,4
23002018002P4,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Aca.,COMPUTAÇÃO,3
32003013008P4,CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Aca.,COMPUTAÇÃO,3
32007019023P9,Ciência da Computação,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Aca.,COMPUTAÇÃO,5
40006018011P7,Computação Aplicada,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,COMPUTAÇÃO,3
51001012028P6,CIÊNCIA DA COMPUTAÇÃO - UFMS - UFG,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,COMPUTAÇÃO,4
27001016029P4,Ciência da Computação,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,COMPUTAÇÃO,3
33002010214P0,Sistemas de Informação,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,COMPUTAÇÃO,4
20002017004P9,Engenharia de  Computação e Sistemas,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Prof.,COMPUTAÇÃO,3
33144010008P1,Ciência da Computação,UNIVERSIDADE FEDERAL DO ABC,UFABC,Aca.,COMPUTAÇÃO,4
32005016034P8,Ciência da Computação,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Aca.,COMPUTAÇÃO,4
20001010022P0,Ciência da Computação,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,COMPUTAÇÃO,4
42003016038P9,Computação,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,COMPUTAÇÃO,5
25003011032P2,Informática Aplicada,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Aca.,COMPUTAÇÃO,3
33149011002P1,Ciência da Computação,CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA,UNIFACCAMP,Aca.,COMPUTAÇÃO,3
33009015079P0,Ciência da Computação,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Aca.,COMPUTAÇÃO,4
41002016023P2,Computação Aplicada,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,Aca.,COMPUTAÇÃO,4
21001014031P2,Ciência da Computação,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Aca.,COMPUTAÇÃO,4
32004010027P9,Ciência da Computação,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Aca.,COMPUTAÇÃO,4
42004012022P1,Computação,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Aca.,COMPUTAÇÃO,4
26001012035P1,Informática,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,COMPUTAÇÃO,3
33001014044P0,Ciência da Computação,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,COMPUTAÇÃO,3
53001010098P3,Computação Aplicada,UNIVERSIDADE DE BRASÍLIA,UNB,Prof.,COMPUTAÇÃO,4
40006018025P8,Informática,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Prof.,COMPUTAÇÃO,4
51001012038P1,Computação Aplicada,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Prof.,COMPUTAÇÃO,3
23001011071P0,Tecnologia da Informação,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,COMPUTAÇÃO,4
42009014011P1,Computação Aplicada,UNIVERSIDADE DE PASSO FUNDO,UPF,Prof.,COMPUTAÇÃO,4
28001010095P3,Ciência da Computação,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,COMPUTAÇÃO,5
22008012004P2,Ciência da Computação,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Aca.,COMPUTAÇÃO,4
33002029052P5,COMPUTAÇÃO APLICADA,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,USP-RIBEIRÃO PRETO,Aca.,COMPUTAÇÃO,3
40006018171P4,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Aca.,COMPUTAÇÃO,3
31022014009P5,CIÊNCIA DA COMPUTAÇÃO,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET-RJ,Aca.,COMPUTAÇÃO,3
15001016092P4,COMPUTAÇÃO APLICADA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Prof.,COMPUTAÇÃO,3
32018010044P4,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,Aca.,COMPUTAÇÃO,4
28002016020P6,CIÊNCIA DA COMPUTAÇÃO ,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Aca.,COMPUTAÇÃO,3
11001011072P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Aca.,COMPUTAÇÃO,3
22001018173P4,COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,COMPUTAÇÃO,3
40015017173P2,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,COMPUTAÇÃO,3
24007013002P9,TECNOLOGIA DA INFORMAÇÃO ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",IFPB,Prof.,COMPUTAÇÃO,3
30004012075P4,COMPUTAÇÃO APLICADA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Prof.,COMPUTAÇÃO,3
42046017016P1,ENGENHARIA DE SOFTWARE,UNIVERSIDADE FEDERAL DO PAMPA,UNIPAMPA,Prof.,COMPUTAÇÃO,3
20001010049P6,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,COMPUTAÇÃO,4
33083010005P2,COMPUTAÇÃO APLICADA,INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO,IPT,Prof.,COMPUTAÇÃO,3
12001015006P2,FÍSICA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,ASTRONOMIA / FÍSICA                               ,4
15001016037P3,FÍSICA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,ASTRONOMIA / FÍSICA                               ,6
22001018002P5,FÍSICA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,ASTRONOMIA / FÍSICA                               ,7
23001011010P0,FÍSICA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,ASTRONOMIA / FÍSICA                               ,5
24001015002P0,FÍSICA,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,ASTRONOMIA / FÍSICA                               ,5
25001019002P3,FÍSICA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,ASTRONOMIA / FÍSICA                               ,7
26001012002P6,Física,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,ASTRONOMIA / FÍSICA                               ,5
27001016008P7,FÍSICA,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,ASTRONOMIA / FÍSICA                               ,4
28001010002P5,FÍSICA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,ASTRONOMIA / FÍSICA                               ,4
30001013005P7,FÍSICA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,ASTRONOMIA / FÍSICA                               ,4
31001017002P0,FÍSICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ASTRONOMIA / FÍSICA                               ,7
31001017118P9,ASTRONOMIA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,ASTRONOMIA / FÍSICA                               ,4
31003010002P7,FÍSICA,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,ASTRONOMIA / FÍSICA                               ,6
31004016022P0,FÍSICA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,ASTRONOMIA / FÍSICA                               ,5
31005012002P6,FÍSICA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,ASTRONOMIA / FÍSICA                               ,7
31009018001P5,FÍSICA,CENTRO BRASILEIRO DE PESQUISAS FÍSICAS,CBPF,Aca.,ASTRONOMIA / FÍSICA                               ,7
31013015001P9,ASTRONOMIA,OBSERVATÓRIO NACIONAL,ON,Aca.,ASTRONOMIA / FÍSICA                               ,6
32001010002P3,FÍSICA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,ASTRONOMIA / FÍSICA                               ,7
32002017025P0,Física,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Aca.,ASTRONOMIA / FÍSICA                               ,5
32005016008P7,FÍSICA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Aca.,ASTRONOMIA / FÍSICA                               ,5
32006012018P9,FÍSICA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,ASTRONOMIA / FÍSICA                               ,5
