Local da ocorrência,Município,Data da Restituição
RESIDENCIA PARTICULAR,Iguatu,07/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,07/07/2025
RESIDENCIA PARTICULAR,Iguatu,07/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
CASA COMERCIAL,Maracanaú,08/07/2025
VIA PUBLICA,Fortaleza,08/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
RESIDENCIA PARTICULAR,Caucaia,08/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
RODOVIA,Brejo Santo,08/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
PRACA,Porteiras,08/07/2025
VIA PUBLICA,Pacatuba,08/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,08/07/2025
RESIDENCIA PARTICULAR,Fortaleza,08/07/2025
RESIDENCIA PARTICULAR,Varjota,08/07/2025
CASA COMERCIAL,Baturité,08/07/2025
RESIDENCIA PARTICULAR,Maracanaú,08/07/2025
VIA PUBLICA,Fortaleza,08/07/2025
RESIDENCIA PARTICULAR,Brejo Santo,08/07/2025
RESIDENCIA PARTICULAR,São Gonçalo do Amarante,08/07/2025
RESIDENCIA PARTICULAR,São Gonçalo do Amarante,08/07/2025
VIA PUBLICA,Fortaleza,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
NAO INFORMADO,Fortaleza,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,09/07/2025
CASA COMERCIAL,Fortaleza,09/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,09/07/2025
VIA PUBLICA,Farias Brito,09/07/2025
RESIDENCIA PARTICULAR,Itarema,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
RESIDENCIA PARTICULAR,Caucaia,09/07/2025
RESIDENCIA PARTICULAR,Iguatu,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
CASA COMERCIAL,Caucaia,09/07/2025
RESIDENCIA PARTICULAR,Caucaia,09/07/2025
RESIDENCIA PARTICULAR,Iguatu,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
VIA PUBLICA,Fortaleza,09/07/2025
CASA COMERCIAL,Juazeiro do Norte,09/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,09/07/2025
RESIDENCIA PARTICULAR,Iguatu,09/07/2025
RESIDENCIA PARTICULAR,Fortaleza,09/07/2025
RESIDENCIA PARTICULAR,Iguatu,09/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Icó,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Caucaia,10/07/2025
NAO INFORMADO,Fortaleza,10/07/2025
CAMPO DE FUTEBOL(SUBURBIO),Iguatu,10/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,10/07/2025
RODOVIA,Pindoretama,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Jijoca de Jericoacoara,10/07/2025
RESIDENCIA PARTICULAR,Maracanaú,10/07/2025
VIA PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
REPARTICAO PUBLICA,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
VIA PUBLICA,Caucaia,10/07/2025
NAO INFORMADO,Russas,10/07/2025
RESIDENCIA PARTICULAR,Fortaleza,10/07/2025
VIA PUBLICA,Iguatu,10/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
"HOSPITAL, CLINICA, ETC",Fortaleza,11/07/2025
AMBIENTE VIRTUAL(INTERNET),Pacatuba,11/07/2025
NAO INFORMADO,Amontada,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Caucaia,11/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
REPARTICAO PUBLICA,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Maracanaú,11/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
VIA PUBLICA,Juazeiro do Norte,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Maracanaú,11/07/2025
VEÍCULO DE APLICATIVO,Maranguape,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
AMBIENTE VIRTUAL(INTERNET),Maracanaú,11/07/2025
REPARTICAO PUBLICA,Fortaleza,11/07/2025
VIA PUBLICA,Iguatu,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Caucaia,11/07/2025
RESIDENCIA PARTICULAR,Fortaleza,11/07/2025
VIA PUBLICA,Fortaleza,11/07/2025
RESIDENCIA PARTICULAR,Iguatu,11/07/2025
VIA PUBLICA,Crateús,11/07/2025
VIA PUBLICA,Fortaleza,12/07/2025
VIA PUBLICA,Fortaleza,12/07/2025
VIA PUBLICA,Fortaleza,12/07/2025
CASA COMERCIAL,Fortaleza,13/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Iguatu,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
VIA PUBLICA,Juazeiro do Norte,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Maracanaú,14/07/2025
VIA PUBLICA,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Jaguaruana,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Caucaia,14/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Eusébio,14/07/2025
RESIDENCIA PARTICULAR,Acaraú,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
VIA PUBLICA,Fortaleza,14/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Aiuaba,14/07/2025
RESIDENCIA PARTICULAR,Jijoca de Jericoacoara,14/07/2025
RESIDENCIA PARTICULAR,Maranguape,14/07/2025
VIA PUBLICA,Fortaleza,14/07/2025
RESIDENCIA PARTICULAR,Iguatu,14/07/2025
VIA PUBLICA,Barbalha,15/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,15/07/2025
"BAR, RESTAURANTE, ETC",Paracuru,15/07/2025
RESIDENCIA PARTICULAR,Fortaleza,15/07/2025
CASA COMERCIAL,Quixadá,15/07/2025
VIA PUBLICA,Fortaleza,15/07/2025
EDIFICIO PUBLICO,Fortaleza,15/07/2025
VIA PUBLICA,Juazeiro do Norte,15/07/2025
RESIDENCIA PARTICULAR,Jaguaruana,15/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,15/07/2025
RESIDENCIA PARTICULAR,Caucaia,15/07/2025
REPARTICAO PUBLICA,Fortaleza,15/07/2025
RESIDENCIA PARTICULAR,Fortaleza,15/07/2025
VIA PUBLICA,Fortaleza,15/07/2025
REPARTICAO PUBLICA,Limoeiro do Norte,15/07/2025
VIA PUBLICA,Maracanaú,15/07/2025
VIA PUBLICA,Iguatu,15/07/2025
RESIDENCIA PARTICULAR,Fortaleza,15/07/2025
AMBIENTE VIRTUAL(INTERNET),Juazeiro do Norte,15/07/2025
RESIDENCIA PARTICULAR,Fortaleza,15/07/2025
ESCOLA/COLÉGIO,Beberibe,15/07/2025
VIA PUBLICA,Caucaia,16/07/2025
RESIDENCIA PARTICULAR,Maracanaú,16/07/2025
RESIDENCIA PARTICULAR,Morada Nova,16/07/2025
RESIDENCIA PARTICULAR,Morada Nova,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Caucaia,16/07/2025
CASA COMERCIAL,Caucaia,16/07/2025
VIA PUBLICA,Horizonte,16/07/2025
RESIDENCIA PARTICULAR,Itaitinga,16/07/2025
VIA PUBLICA,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Morada Nova,16/07/2025
RESIDENCIA PARTICULAR,Morada Nova,16/07/2025
VIA PUBLICA,Fortaleza,16/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
VIA PUBLICA,Morada Nova,16/07/2025
VIA PUBLICA,Morrinhos,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
CASA COMERCIAL,Eusébio,16/07/2025
RESIDENCIA PARTICULAR,Brejo Santo,16/07/2025
VIA PUBLICA,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Marco,16/07/2025
CASA COMERCIAL,Ubajara,16/07/2025
RESIDENCIA PARTICULAR,Orós,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
VIA PUBLICA,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Quixadá,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
RESIDENCIA PARTICULAR,Fortaleza,16/07/2025
VIA PUBLICA,Jaguaruana,16/07/2025
VIA PUBLICA,Jaguaruana,16/07/2025
RESIDENCIA PARTICULAR,Iguatu,16/07/2025
REPARTICAO PUBLICA,Fortaleza,16/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Itapipoca,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
VIA PUBLICA,Juazeiro do Norte,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
"BAR, RESTAURANTE, ETC",Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Cedro,17/07/2025
FARMACIA,Caucaia,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Itapajé,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Mauriti,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,17/07/2025
"MERCADO PUBLICO, FEIRA.",Caucaia,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Itapajé,17/07/2025
NAO INFORMADO,Caucaia,17/07/2025
VIA PUBLICA,Pentecoste,17/07/2025
REPARTICAO PUBLICA,Jaguaruana,17/07/2025
VIA PUBLICA,Maracanaú,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
VIA PUBLICA,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
EDIFICIO PUBLICO,Maracanaú,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Acaraú,17/07/2025
RESIDENCIA PARTICULAR,Maracanaú,17/07/2025
AMBIENTE VIRTUAL(INTERNET),Itapipoca,17/07/2025
RESIDENCIA PARTICULAR,Mauriti,17/07/2025
REPARTICAO PUBLICA,Fortaleza,17/07/2025
CASA COMERCIAL,Itapajé,17/07/2025
"TEATRO,CINEMA,CASA DE SHOWS",Caucaia,17/07/2025
EDIFICIO PUBLICO,Caucaia,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
RESIDENCIA PARTICULAR,Iguatu,17/07/2025
RESIDENCIA PARTICULAR,Fortaleza,17/07/2025
"HOTEL, PENSAO, ETC",Crato,18/07/2025
VIA PUBLICA,Fortaleza,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
EDIFICIO PUBLICO,Paraipaba,18/07/2025
"HOTEL, PENSAO, ETC",Crato,18/07/2025
RESIDENCIA PARTICULAR,Aquiraz,18/07/2025
EDIFICIO PUBLICO,Paraipaba,18/07/2025
VIA PUBLICA,Fortaleza,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
VIA PUBLICA,Beberibe,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
RESIDENCIA PARTICULAR,Fortaleza,18/07/2025
EDIFICIO PUBLICO,Paraipaba,18/07/2025
REPARTICAO PUBLICA,Juazeiro do Norte,18/07/2025
REPARTICAO PUBLICA,São Luís do Curu,18/07/2025
VIA PUBLICA,Barbalha,20/07/2025
VIA PUBLICA,Fortaleza,20/07/2025
VIA PUBLICA,Itaitinga,20/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
AREA DE INVASAO,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Morada Nova,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
CASA COMERCIAL,Fortaleza,21/07/2025
VIA PUBLICA,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Missão Velha,21/07/2025
EDIFICIO PUBLICO,Trairi,21/07/2025
EDIFICIO PUBLICO,Pacajus,21/07/2025
VIA PUBLICA,Fortaleza,21/07/2025
REPARTICAO PUBLICA,Pacajus,21/07/2025
RESIDENCIA PARTICULAR,Caucaia,21/07/2025
EDIFICIO PUBLICO,Trairi,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
"BAR, RESTAURANTE, ETC",Jucás,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
RESIDENCIA PARTICULAR,Caucaia,21/07/2025
RESIDENCIA PARTICULAR,Fortaleza,21/07/2025
VIA PUBLICA,Juazeiro do Norte,21/07/2025
EDIFICIO PUBLICO,Pacajus,21/07/2025
VIA PUBLICA,Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Tauá,22/07/2025
CASA COMERCIAL,Pacajus,22/07/2025
VIA PUBLICA,Fortaleza,22/07/2025
VIA PUBLICA,Penaforte,22/07/2025
RESIDENCIA PARTICULAR,Itapipoca,22/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,22/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,22/07/2025
VIA PUBLICA,Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Maracanaú,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Eusébio,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
VIA PUBLICA,Penaforte,22/07/2025
VIA PUBLICA,Penaforte,22/07/2025
VIA PUBLICA,Penaforte,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
REPARTICAO PUBLICA,Fortaleza,22/07/2025
EDIFICIO PUBLICO,Fortaleza,22/07/2025
EDIFICIO PUBLICO,Crato,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
EDIFICIO PUBLICO,Aurora,22/07/2025
REPARTICAO PUBLICA,Fortaleza,22/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Maracanaú,22/07/2025
RESIDENCIA PARTICULAR,Maracanaú,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
VIA PUBLICA,Banabuiú,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,22/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,22/07/2025
CASA COMERCIAL,Arneiroz,22/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Fortaleza,22/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,22/07/2025
RESIDENCIA PARTICULAR,Horizonte,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
CASA COMERCIAL,Maracanaú,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
PENITENCIARIA/REFORMATORIO,Itaitinga,23/07/2025
PENITENCIARIA/REFORMATORIO,Itaitinga,23/07/2025
PENITENCIARIA/REFORMATORIO,Itaitinga,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Morada Nova,23/07/2025
CASA COMERCIAL,Fortaleza,23/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,23/07/2025
VIA PUBLICA,Cariús,23/07/2025
CASA COMERCIAL,Tianguá,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
VIA PUBLICA,Pacatuba,23/07/2025
VIA PUBLICA,Pacatuba,23/07/2025
RESIDENCIA PARTICULAR,Beberibe,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
VIA PUBLICA,Pacatuba,23/07/2025
CASA COMERCIAL,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Jucás,23/07/2025
VIA PUBLICA,Pacatuba,23/07/2025
"HOSPITAL, CLINICA, ETC",Fortaleza,23/07/2025
EDIFICIO PUBLICO,Jucás,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
RESIDENCIA PARTICULAR,Fortaleza,23/07/2025
VIA PUBLICA,Fortaleza,23/07/2025
NAO INFORMADO,Maracanaú,23/07/2025
REPARTICAO PUBLICA,Crato,24/07/2025
VIA PUBLICA,Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Uruoca,24/07/2025
VIA PUBLICA,Fortaleza,24/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,24/07/2025
VIA PUBLICA,Caucaia,24/07/2025
RESIDENCIA PARTICULAR,Morada Nova,24/07/2025
RESIDENCIA PARTICULAR,Fortaleza,24/07/2025
CASA COMERCIAL,Fortaleza,24/07/2025
VIA PUBLICA,Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Caucaia,24/07/2025
CASA COMERCIAL,Guaraciaba do Norte,24/07/2025
RESIDENCIA PARTICULAR,Pindoretama,24/07/2025
VIA PUBLICA,Araripe,24/07/2025
VIA PUBLICA,Araripe,24/07/2025
VIA PUBLICA,Araripe,24/07/2025
CASA COMERCIAL,Icó,24/07/2025
VIA PUBLICA,Araripe,24/07/2025
VIA PUBLICA,Araripe,24/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Itaitinga,24/07/2025
RESIDENCIA PARTICULAR,Fortaleza,24/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,24/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Fortaleza,24/07/2025
VIA PUBLICA,Fortaleza,24/07/2025
NAO INFORMADO,Pacajus,24/07/2025
VIA PUBLICA,Tauá,24/07/2025
RESIDENCIA PARTICULAR,Brejo Santo,24/07/2025
VIA PUBLICA,Tauá,24/07/2025
CASA COMERCIAL,Mombaça,24/07/2025
RESIDENCIA PARTICULAR,Caucaia,24/07/2025
RESIDENCIA PARTICULAR,Caucaia,24/07/2025
NAO INFORMADO,Russas,24/07/2025
RESIDENCIA PARTICULAR,Iguatu,24/07/2025
VIA PUBLICA,Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Fortaleza,24/07/2025
RESIDENCIA PARTICULAR,Pacajus,24/07/2025
VIA PUBLICA,Caucaia,24/07/2025
VIA PUBLICA,Fortaleza,25/07/2025
VIA PUBLICA,Fortaleza,25/07/2025
CASA COMERCIAL,Maracanaú,25/07/2025
RESIDENCIA PARTICULAR,Fortaleza,25/07/2025
VIA PUBLICA,Fortaleza,25/07/2025
RESIDENCIA PARTICULAR,Fortaleza,25/07/2025
RESIDENCIA PARTICULAR,Fortaleza,25/07/2025
CASA COMERCIAL,Maracanaú,25/07/2025
RESIDENCIA PARTICULAR,Crato,25/07/2025
RESIDENCIA PARTICULAR,Mombaça,25/07/2025
VIA PUBLICA,Forquilha,25/07/2025
VIA PUBLICA,Bela Cruz,25/07/2025
NAO INFORMADO,Barroquinha,25/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,26/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,26/07/2025
VIA PUBLICA,Fortaleza,26/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,26/07/2025
CASA COMERCIAL,Fortaleza,26/07/2025
RESIDENCIA PARTICULAR,Pacajus,26/07/2025
RESIDENCIA PARTICULAR,Caucaia,26/07/2025
RESIDENCIA PARTICULAR,Fortaleza,26/07/2025
RESIDENCIA PARTICULAR,Fortaleza,26/07/2025
RESIDENCIA PARTICULAR,Fortaleza,26/07/2025
VIA PUBLICA,Fortaleza,26/07/2025
CASA COMERCIAL,Fortaleza,26/07/2025
RESIDENCIA PARTICULAR,Fortaleza,26/07/2025
RESIDENCIA PARTICULAR,Fortaleza,26/07/2025
CASA COMERCIAL,Fortaleza,26/07/2025
TERRENO BALDIO,Fortaleza,27/07/2025
"HOTEL, PENSAO, ETC",Crato,27/07/2025
VIA PUBLICA,Fortaleza,27/07/2025
VIA PUBLICA,Fortaleza,27/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,28/07/2025
"HOTEL, PENSAO, ETC",Crato,28/07/2025
ESTADIO PRESIDENTE VARGAS,Aracati,28/07/2025
NAO INFORMADO,Iguatu,28/07/2025
PROPRIEDADE AGRICOLA,Mulungu,28/07/2025
RESIDENCIA PARTICULAR,Fortaleza,28/07/2025
VIA PUBLICA,Fortaleza,28/07/2025
VIA PUBLICA,Fortaleza,28/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,28/07/2025
VIA PUBLICA,Russas,28/07/2025
RESIDENCIA PARTICULAR,Fortaleza,28/07/2025
VIA PUBLICA,Caucaia,28/07/2025
RESIDENCIA PARTICULAR,Fortaleza,28/07/2025
RESIDENCIA PARTICULAR,Quixelô,28/07/2025
VIA PUBLICA,Sobral,28/07/2025
VIA PUBLICA,Juazeiro do Norte,28/07/2025
VIA PUBLICA,Iguatu,28/07/2025
RESIDENCIA PARTICULAR,Caucaia,28/07/2025
NAO INFORMADO,Cariús,28/07/2025
RESIDENCIA PARTICULAR,Quixelô,28/07/2025
REPARTICAO PUBLICA,Juazeiro do Norte,28/07/2025
REPARTICAO PUBLICA,Fortaleza,28/07/2025
EDIFICIO PUBLICO,Maracanaú,28/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,28/07/2025
RESIDENCIA PARTICULAR,Fortaleza,28/07/2025
RESIDENCIA PARTICULAR,Fortaleza,28/07/2025
RESIDENCIA PARTICULAR,Maracanaú,29/07/2025
RESIDENCIA PARTICULAR,Maracanaú,29/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,29/07/2025
VIA PUBLICA,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
CASA COMERCIAL,Crato,29/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,29/07/2025
CASA COMERCIAL,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
VIA PUBLICA,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
NAO INFORMADO,Barbalha,29/07/2025
RESIDENCIA PARTICULAR,Itaitinga,29/07/2025
NAO INFORMADO,Limoeiro do Norte,29/07/2025
"MERCADO PUBLICO, FEIRA.",Fortaleza,29/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,29/07/2025
CASA COMERCIAL,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
CASA COMERCIAL,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Ipaumirim,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
RESIDENCIA PARTICULAR,Fortaleza,29/07/2025
VIA PUBLICA,Jaguaruana,29/07/2025
VIA PUBLICA,Jaguaruana,29/07/2025
VIA PUBLICA,Aracati,30/07/2025
RESIDENCIA PARTICULAR,Maracanaú,30/07/2025
AMBIENTE VIRTUAL(INTERNET),Fortaleza,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
CASA COMERCIAL,Caucaia,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
VIA PUBLICA,Maracanaú,30/07/2025
AMBIENTE VIRTUAL(INTERNET),Caucaia,30/07/2025
VIA PUBLICA,Fortaleza,30/07/2025
CASA COMERCIAL,Fortaleza,30/07/2025
RESIDENCIA PARTICULAR,Maracanaú,30/07/2025
RESIDENCIA PARTICULAR,Fortaleza,30/07/2025
