AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 12;2018-07-13;13:00:00;Maracanaú;Feminino;8
AIS 12;2018-07-13;14:45:00;Maracanaú;Feminino;13
AIS 24;2018-07-13;19:30:00;Pacatuba;Masculino;10
AIS 03;2018-07-14;08:00:00;Fortaleza;Feminino;4
AIS 19;2018-07-14;12:00:00;Juazeiro do Norte;Feminino;16
AIS 15;2018-07-14;20:30:00;Barreira;Feminino;9
AIS Não Identificada (Fortaleza);2018-07-14;22:00:00;Fortaleza;Masculino;3
AIS 22;2018-07-15;22:00:00;Tauá;Feminino;9
AIS 19;2018-07-16;09:00:00;Farias Brito;Feminino;1
AIS 02;2018-07-16;12:30:00;Fortaleza;Masculino;6
AIS 14;2018-07-16;17:00:00;Camocim;Feminino;13
AIS 13;2018-07-16;17:00:00;Pindoretama;Masculino;10
AIS 14;2018-07-16;20:00:00;Sobral;Feminino;12
AIS 21;2018-07-16;22:20:00;Orós;Feminino;3
AIS 05;2018-07-17;08:00:00;Fortaleza;Masculino;4
AIS 18;2018-07-17;08:30:00;Russas;Feminino;9
AIS 18;2018-07-17;08:30:00;Russas;Feminino;9
AIS 18;2018-07-17;08:30:00;Russas;Feminino;11
AIS 18;2018-07-17;08:30:00;Russas;Feminino;8
AIS 22;2018-07-17;17:00:00;Piquet Carneiro;Feminino;2
AIS 14;2018-07-17;21:00:00;Santana do Acaraú;Feminino;4
AIS 14;2018-07-17;21:00:00;Santana do Acaraú;Feminino;9
AIS 21;2018-07-19;00:00:00;Orós;Masculino;6
AIS 20;2018-07-19;08:30:00;Quixadá;Masculino;4
AIS 20;2018-07-19;08:30:00;Quixadá;Masculino;5
AIS 06;2018-07-19;10:00:00;Fortaleza;Feminino;6
AIS 17;2018-07-19;17:00:00;Irauçuba;Feminino;8
AIS 17;2018-07-20;10:00:00;Tejuçuoca;Feminino;12
AIS 08;2018-07-20;18:00:00;Fortaleza;Feminino;11
AIS 11;2018-07-21;16:00:00;Caucaia;Masculino;4
AIS 11;2018-07-21;16:00:00;Caucaia;Masculino;8
AIS 25;2018-07-21;18:30:00;Horizonte;Feminino;13
AIS 25;2018-07-21;18:30:00;Horizonte;Feminino;10
AIS 02;2018-07-22;14:30:00;Fortaleza;Feminino;1
AIS 12;2018-07-22;15:40:00;Maracanaú;Feminino;13
AIS 02;2018-07-23;02:00:00;Fortaleza;Feminino;14
AIS 04;2018-07-23;02:00:00;Fortaleza;Masculino;12
AIS 10;2018-07-23;12:00:00;Fortaleza;Feminino;12
AIS 06;2018-07-24;00:00:00;Fortaleza;Feminino;10
AIS 06;2018-07-24;00:00:00;Fortaleza;Feminino;12
AIS 06;2018-07-24;00:00:00;Fortaleza;Feminino;8
AIS 01;2018-07-24;09:15:00;Fortaleza;Feminino;15
AIS 14;2018-07-24;12:00:00;São Benedito;Feminino;11
AIS 02;2018-07-24;17:30:00;Fortaleza;Feminino;2
AIS 16;2018-07-25;10:00:00;Ipu;Feminino;12
AIS 16;2018-07-25;10:00:00;Ipu;Feminino;14
AIS 06;2018-07-25;18:16:00;Fortaleza;Feminino;11
AIS 19;2018-07-26;08:00:00;Juazeiro do Norte;Feminino;7
AIS 16;2018-07-26;13:30:00;Nova Russas;Feminino;14
AIS 19;2018-07-26;14:00:00;Aurora;Masculino;9
AIS 06;2018-07-27;08:00:00;Fortaleza;Feminino;7
AIS 18;2018-07-27;14:00:00;Aracati;Feminino;4
AIS 15;2018-07-28;22:00:00;Barreira;Feminino;6
AIS 14;2018-07-29;02:00:00;Ubajara;Feminino;14
AIS 18;2018-07-29;04:00:00;Russas;Feminino;10
AIS 10;2018-07-29;16:00:00;Fortaleza;Feminino;10
AIS 21;2018-07-30;12:15:00;Iguatu;Feminino;12
AIS 25;2018-07-30;17:30:00;Pacajus;Masculino;11
AIS 18;2018-07-30;17:40:00;Beberibe;Feminino;13
AIS 21;2018-07-30;20:00:00;Várzea Alegre;Feminino;12
AIS 02;2018-07-31;04:00:00;Fortaleza;Feminino;6
AIS 19;2018-07-31;08:00:00;Farias Brito;Feminino;7
AIS 06;2018-07-31;14:00:00;Fortaleza;Feminino;4
AIS 14;2018-07-31;15:30:00;Tianguá;Feminino;14
AIS 25;2018-07-31;19:00:00;Pacajus;Masculino;8
AIS 17;2018-07-31;19:55:00;Itapipoca;Feminino;6
AIS 19;2018-08-01;07:00:00;Juazeiro do Norte;Feminino;10
AIS 19;2018-08-01;08:00:00;Juazeiro do Norte;Feminino;14
AIS 19;2018-08-01;08:00:00;Juazeiro do Norte;Feminino;7
AIS 14;2018-08-01;09:00:00;Viçosa do Ceará;Feminino;12
AIS 22;2018-08-01;17:00:00;Mombaça;Feminino;8
AIS 18;2018-08-02;08:00:00;Beberibe;Feminino;10
AIS 16;2018-08-02;12:00:00;Varjota;Feminino;6
AIS 02;2018-08-02;13:20:00;Fortaleza;Feminino;9
AIS 17;2018-08-02;15:30:30;Itapajé;Feminino;7
AIS 16;2018-08-02;17:00:00;Santa Quitéria;Feminino;5
AIS 05;2018-08-02;21:30:00;Fortaleza;Feminino;7
AIS 03;2018-08-02;23:00:00;Fortaleza;Masculino;7
AIS 22;2018-08-03;10:00:00;Tauá;Feminino;13
AIS 13;2018-08-03;14:00:00;Aquiraz;Feminino;10
AIS 05;2018-08-03;23:00:00;Fortaleza;Masculino;7
AIS 14;2018-08-04;09:00:00;Sobral;Feminino;6
AIS 18;2018-08-04;15:00:00;Jaguaruana;Feminino;12
AIS 24;2018-08-05;21:00:00;Maranguape;Feminino;7
AIS 14;2018-08-05;21:00:00;Moraújo;Feminino;2
AIS Não Identificada (Fortaleza);2018-08-06;16:00:00;Fortaleza;Masculino;5
AIS 03;2018-08-06;17:30:00;Fortaleza;Feminino;3
AIS Não Identificada (Fortaleza);2018-08-06;20:00:00;Fortaleza;Masculino;7
AIS 14;2018-08-07;10:40:00;Tianguá;Feminino;16
AIS 19;2018-08-07;16:30:00;Porteiras;Feminino;11
AIS 18;2018-08-08;16:13:50;Russas;Feminino;12
AIS 18;2018-08-08;18:00:00;Jaguaruana;Feminino;2
AIS 14;2018-08-08;20:30:00;Granja;Feminino;5
AIS 06;2018-08-09;08:00:00;Fortaleza;Feminino;11
AIS 17;2018-08-09;09:00:00;Acaraú;Feminino;3
AIS 19;2018-08-09;09:00:00;Penaforte;Feminino;13
AIS 14;2018-08-09;10:00:00;Chaval;Feminino;12
AIS 19;2018-08-09;22:00:00;Farias Brito;Feminino;13
AIS 19;2018-08-09;22:00:00;Farias Brito;Feminino;15
AIS 14;2018-08-10;11:00:00;Massapê;Feminino;12
AIS 21;2018-08-10;13:00:00;Icó;Feminino;13
AIS 19;2018-08-10;20:00:00;Juazeiro do Norte;Feminino;13
AIS 15;2018-08-11;10:00:00;Baturité;Feminino;4
AIS 21;2018-08-11;11:00:00;Icó;Feminino;11
AIS 16;2018-08-11;23:00:00;Independência;Feminino;11
AIS 14;2018-08-12;11:00:00;Sobral;Feminino;9
AIS 09;2018-08-12;18:10:00;Fortaleza;Feminino;2
AIS 20;2018-08-12;19:00:00;Quixeramobim;Feminino;7
AIS 09;2018-08-12;23:30:00;Fortaleza;Feminino;8
AIS 19;2018-08-13;14:30:00;Juazeiro do Norte;Masculino;9
AIS 05;2018-08-13;15:45:00;Fortaleza;Feminino;8
AIS 16;2018-08-13;19:00:00;Independência;Feminino;3
AIS 23;2018-08-14;07:00:00;Paracuru;Feminino;11
AIS 17;2018-08-14;10:00:00;Itapajé;Feminino;13
AIS 19;2018-08-14;13:30:00;Juazeiro do Norte;Feminino;12
AIS 25;2018-08-14;18:58:00;Pacajus;Feminino;13
AIS 20;2018-08-14;20:00:00;Jaguaretama;Masculino;4
AIS 09;2018-08-14;22:00:00;Fortaleza;Masculino;3
AIS 12;2018-08-15;16:30:00;Maracanaú;Feminino;13
AIS 08;2018-08-16;08:00:00;Fortaleza;Feminino;15
AIS 06;2018-08-16;11:45:00;Fortaleza;Feminino;10
AIS 20;2018-08-16;14:02:25;Quixeramobim;Feminino;7
AIS 17;2018-08-16;16:44:00;Bela Cruz;Feminino;5
AIS 21;2018-08-17;00:00:00;Iguatu;Feminino;3
AIS 12;2018-08-17;12:30:00;Maracanaú;Masculino;1
AIS 02;2018-08-17;13:00:00;Fortaleza;Feminino;3
AIS 07;2018-08-17;14:00:00;Fortaleza;Feminino;13
AIS 17;2018-08-17;14:00:00;Itapajé;Feminino;13
AIS 15;2018-08-17;18:00:00;Redenção;Feminino;6
AIS 15;2018-08-17;18:00:00;Redenção;Feminino;13
AIS 24;2018-08-17;21:00:00;Maranguape;Masculino;13
AIS 19;2018-08-17;22:00:00;Farias Brito;Masculino;7
AIS 14;2018-08-19;01:00:00;Alcântaras;Feminino;13
AIS 15;2018-08-19;12:00:00;Redenção;Feminino;11
AIS 18;2018-08-19;19:30:00;Alto Santo;Feminino;12
AIS 14;2018-08-19;19:30:00;Sobral;Masculino;6
AIS 10;2018-08-19;20:00:00;Fortaleza;Feminino;1
AIS 06;2018-08-19;22:00:00;Fortaleza;Feminino;4
AIS 19;2018-08-19;23:00:00;Penaforte;Feminino;14
AIS 19;2018-08-19;23:00:00;Penaforte;Feminino;13
AIS 23;2018-08-20;08:00:00;São Gonçalo do Amarante;Feminino;10
AIS 23;2018-08-20;08:00:00;São Gonçalo do Amarante;Feminino;10
AIS 12;2018-08-20;10:00:00;Maracanaú;Feminino;0
AIS 12;2018-08-20;10:00:00;Maracanaú;Feminino;4
AIS 12;2018-08-20;10:00:00;Maracanaú;Feminino;14
AIS 18;2018-08-20;10:00:00;Russas;Feminino;13
AIS 14;2018-08-20;10:30:00;Camocim;Feminino;9
AIS 03;2018-08-21;08:00:00;Fortaleza;Feminino;12
AIS 02;2018-08-21;17:00:00;Fortaleza;Feminino;7
AIS 10;2018-08-21;21:00:00;Fortaleza;Feminino;3
AIS 19;2018-08-22;06:00:00;Milagres;Masculino;6
AIS 17;2018-08-22;17:00:00;Bela Cruz;Feminino;2
AIS 17;2018-08-22;17:00:00;Bela Cruz;Feminino;9
AIS 17;2018-08-22;17:00:00;Bela Cruz;Feminino;7
AIS 17;2018-08-22;17:00:00;Bela Cruz;Masculino;5
AIS 17;2018-08-22;21:00:00;Itapajé;Masculino;8
AIS 02;2018-08-23;11:00:00;Fortaleza;Feminino;8
AIS 13;2018-08-24;06:20:00;Aquiraz;Feminino;12
AIS 13;2018-08-24;10:00:00;Eusébio;Feminino;12
AIS 02;2018-08-25;15:00:00;Fortaleza;Feminino;2
AIS 17;2018-08-26;21:00:00;Marco;Feminino;5
AIS 17;2018-08-26;21:00:00;Marco;Feminino;8
AIS 03;2018-08-26;21:00:00;Fortaleza;Feminino;1
AIS 23;2018-08-27;10:00:00;São Gonçalo do Amarante;Masculino;7
AIS 14;2018-08-27;13:00:00;Frecheirinha;Feminino;13
AIS 14;2018-08-27;13:00:00;Frecheirinha;Feminino;11
AIS 14;2018-08-27;14:30:00;Ibiapina;Feminino;3
AIS 21;2018-08-28;08:00:00;Iguatu;Feminino;7
AIS Não Identificada (Fortaleza);2018-08-28;19:00:00;Fortaleza;Masculino;4
AIS 02;2018-08-28;21:00:00;Fortaleza;Masculino;13
AIS 02;2018-08-28;21:00:00;Fortaleza;Masculino;9
AIS 02;2018-08-28;21:00:00;Fortaleza;Masculino;11
AIS 18;2018-08-29;08:00:00;Jaguaribe;Feminino;11
AIS 18;2018-08-29;08:00:00;Jaguaribe;Feminino;9
AIS 02;2018-08-29;17:00:00;Fortaleza;Feminino;3
AIS 17;2018-08-29;18:00:00;Amontada;Masculino;8
AIS 06;2018-08-31;11:00:00;Fortaleza;Feminino;14
AIS 05;2018-09-01;16:30:00;Fortaleza;Masculino;6
AIS 14;2018-09-01;19:00:00;Sobral;Feminino;7
AIS Não Identificada (Fortaleza);2018-09-01;21:00:00;Fortaleza;Feminino;17
AIS 15;2018-09-02;16:00:00;Canindé;Masculino;5
AIS 20;2018-09-03;02:30:00;Quixadá;Feminino;12
AIS 02;2018-09-03;08:00:00;Fortaleza;Feminino;13
AIS 14;2018-09-03;16:30:00;Cariré;Masculino;13
AIS 05;2018-09-03;20:40:00;Fortaleza;Feminino;5
AIS 15;2018-09-04;10:20:00;Canindé;Feminino;15
AIS 21;2018-09-04;13:30:00;Acopiara;Feminino;13
AIS 12;2018-09-04;19:30:00;Maracanaú;Feminino;9
AIS 11;2018-09-05;08:00:00;Caucaia;Feminino;12
AIS 11;2018-09-05;12:30:00;Caucaia;Feminino;13
AIS 03;2018-09-05;13:00:00;Fortaleza;Masculino;10
AIS 21;2018-09-05;15:00:00;Icó;Feminino;4
AIS 23;2018-09-05;22:00:00;Paraipaba;Feminino;11
AIS 11;2018-09-06;09:30:00;Caucaia;Masculino;8
AIS 05;2018-09-06;14:00:00;Fortaleza;Feminino;6
AIS 05;2018-09-07;14:30:00;Fortaleza;Feminino;6
AIS 17;2018-09-07;15:16:24;Tejuçuoca;Feminino;6
AIS 16;2018-09-07;23:00:00;Independência;Feminino;11
AIS 11;2018-09-08;12:00:00;Caucaia;Feminino;2
AIS 23;2018-09-08;14:00:00;Trairi;Masculino;11
AIS 20;2018-09-08;16:00:00;Morada Nova;Feminino;14
AIS 18;2018-09-08;18:30:00;Aracati;Feminino;5
AIS 14;2018-09-09;08:00:00;Moraújo;Feminino;13
AIS 02;2018-09-09;09:00:00;Fortaleza;Feminino;14
AIS 19;2018-09-09;19:00:00;Juazeiro do Norte;Feminino;9
AIS 19;2018-09-09;19:00:00;Juazeiro do Norte;Feminino;11
AIS 24;2018-09-09;19:30:00;Guaiúba;Feminino;7
AIS 17;2018-09-10;08:00:00;Itapajé;Feminino;11
AIS 17;2018-09-10;10:00:00;Marco;Feminino;15
AIS 04;2018-09-10;11:30:00;Fortaleza;Feminino;4
AIS 13;2018-09-10;19:40:00;Aquiraz;Feminino;13
AIS 15;2018-09-10;20:46:00;Aratuba;Feminino;7
AIS 18;2018-09-11;08:00:00;Jaguaribe;Feminino;13
AIS 18;2018-09-11;10:00:00;Russas;Feminino;16
AIS 18;2018-09-11;10:00:00;Russas;Feminino;2
AIS 14;2018-09-11;11:00:00;Forquilha;Masculino;4
AIS 21;2018-09-11;13:00:00;Iguatu;Feminino;10
AIS 18;2018-09-11;19:00:00;Russas;Feminino;12
AIS 07;2018-09-11;21:00:00;Fortaleza;Feminino;8
AIS 07;2018-09-11;21:00:00;Fortaleza;Feminino;12
AIS 14;2018-09-12;03:25:00;Uruoca;Feminino;12
AIS 17;2018-09-12;08:00:00;Acaraú;Feminino;11
AIS 21;2018-09-12;09:20:00;Iguatu;Masculino;6
AIS 19;2018-09-12;11:30:00;Araripe;Feminino;12
AIS 18;2018-09-12;12:30:00;Fortim;Feminino;9
AIS 18;2018-09-12;16:20:00;Icapuí;Feminino;12
AIS 03;2018-09-12;17:30:00;Fortaleza;Masculino;12
AIS 10;2018-09-12;21:30:00;Fortaleza;Feminino;13
AIS Não Identificada (Fortaleza);2018-09-13;00:00:00;Fortaleza;Feminino;3
AIS 16;2018-09-13;08:00:00;Pires Ferreira;Feminino;13
AIS 05;2018-09-13;10:00:00;Fortaleza;Feminino;4
AIS 19;2018-09-13;16:00:00;Missão Velha;Feminino;4
AIS 14;2018-09-13;22:00:00;Pacujá;Feminino;13
AIS 09;2018-09-14;02:00:00;Fortaleza;Feminino;12
AIS 19;2018-09-14;16:00:00;Jardim;Feminino;8
AIS 16;2018-09-14;23:30:00;Crateús;Feminino;15
AIS 19;2018-09-15;10:00:00;Juazeiro do Norte;Feminino;1
AIS 19;2018-09-15;16:00:00;Mauriti;Feminino;7
AIS 18;2018-09-15;16:00:00;Russas;Feminino;5
AIS 15;2018-09-15;18:30:00;Boa Viagem;Feminino;12
AIS 11;2018-09-16;00:00:00;Caucaia;Feminino;7
AIS Não Identificada (Fortaleza);2018-09-16;12:00:00;Fortaleza;Feminino;2
AIS 08;2018-09-16;19:00:00;Fortaleza;Feminino;13
AIS 18;2018-09-16;19:00:00;Russas;Feminino;13
AIS 03;2018-09-17;12:30:00;Fortaleza;Feminino;15
AIS 24;2018-09-17;12:40:00;Pacatuba;Feminino;5
AIS 08;2018-09-17;15:00:00;Fortaleza;Masculino;8
AIS 14;2018-09-17;18:00:00;Ibiapina;Feminino;10
AIS 14;2018-09-17;18:00:00;Ibiapina;Feminino;12
AIS 21;2018-09-17;20:00:00;Orós;Feminino;9
AIS 13;2018-09-18;03:18:00;Cascavel;Feminino;10
AIS 11;2018-09-18;08:00:00;Caucaia;Feminino;15
AIS 19;2018-09-18;08:00:00;Juazeiro do Norte;Feminino;11
AIS 14;2018-09-18;09:00:00;Sobral;Feminino;12
AIS 20;2018-09-18;09:00:00;Quixadá;Masculino;10
AIS 19;2018-09-18;11:00:00;Nova Olinda;Feminino;13
AIS 19;2018-09-18;15:00:00;Juazeiro do Norte;Masculino;6
AIS 08;2018-09-18;20:00:00;Fortaleza;Feminino;13
AIS 09;2018-09-19;09:00:00;Fortaleza;Feminino;1
AIS 06;2018-09-19;10:00:00;Fortaleza;Feminino;13
AIS 18;2018-09-20;00:00:00;Alto Santo;Feminino;6
AIS 09;2018-09-20;04:00:00;Fortaleza;Masculino;6
AIS 16;2018-09-20;06:00:00;Nova Russas;Feminino;8
AIS 17;2018-09-20;11:40:00;Itapipoca;Feminino;13
AIS 02;2018-09-21;09:00:00;Fortaleza;Feminino;0
AIS 14;2018-09-21;09:30:00;Cariré;Feminino;12
AIS 14;2018-09-21;11:00:00;Sobral;Feminino;11
AIS Não Identificada (Fortaleza);2018-09-21;16:00:00;Fortaleza;Feminino;5
AIS 22;2018-09-21;21:00:00;Mombaça;Feminino;13
AIS 15;2018-09-22;09:00:00;Madalena;Masculino;7
AIS 01;2018-09-22;19:00:00;Fortaleza;Masculino;11
AIS 10;2018-09-22;19:30:00;Fortaleza;Feminino;12
AIS 21;2018-09-23;16:00:00;Várzea Alegre;Feminino;13
AIS 04;2018-09-23;17:00:00;Fortaleza;Feminino;9
AIS 19;2018-09-23;17:00:00;Juazeiro do Norte;Masculino;7
AIS 20;2018-09-23;19:15:48;Quixeramobim;Feminino;0
AIS Não Identificada (Fortaleza);2018-09-23;21:00:00;Fortaleza;Feminino;13
AIS 06;2018-09-24;08:30:00;Fortaleza;Feminino;14
AIS 01;2018-09-24;21:00:00;Fortaleza;Feminino;6
AIS 17;2018-09-25;05:00:00;Bela Cruz;Feminino;13
AIS 18;2018-09-25;10:00:00;Limoeiro do Norte;Feminino;4
AIS 19;2018-09-25;10:30:00;Milagres;Feminino;8
AIS 14;2018-09-25;18:00:00;Sobral;Feminino;11
AIS 09;2018-09-25;22:00:00;Fortaleza;Feminino;6
AIS 09;2018-09-26;14:00:00;Fortaleza;Masculino;10
AIS 14;2018-09-26;14:12:40;Sobral;Feminino;12
AIS 06;2018-09-27;14:00:00;Fortaleza;Feminino;9
AIS 16;2018-09-27;15:30:00;Crateús;Feminino;12
AIS 14;2018-09-27;20:00:00;Camocim;Feminino;11
AIS 08;2018-09-28;18:00:00;Fortaleza;Feminino;14
AIS 19;2018-09-29;11:00:00;Milagres;Feminino;11
AIS 25;2018-10-01;16:00:00;Horizonte;Feminino;12
AIS 17;2018-10-02;09:30:00;Itapajé;Feminino;12
AIS 14;2018-10-02;09:30:00;Forquilha;Feminino;12
AIS 15;2018-10-02;12:00:00;Baturité;Feminino;2
AIS 17;2018-10-02;14:04:00;Irauçuba;Feminino;12
AIS 23;2018-10-02;16:00:00;Paraipaba;Feminino;12
AIS 14;2018-10-03;03:00:00;Massapê;Feminino;11
AIS 02;2018-10-03;08:00:00;Fortaleza;Feminino;10
AIS 19;2018-10-03;15:00:00;Araripe;Feminino;10
AIS 19;2018-10-03;15:00:00;Araripe;Feminino;10
AIS 19;2018-10-03;15:00:00;Araripe;Feminino;11
AIS 08;2018-10-04;08:00:00;Fortaleza;Feminino;11
AIS 08;2018-10-04;08:00:00;Fortaleza;Masculino;15
AIS 17;2018-10-04;09:00:00;Irauçuba;Feminino;13
AIS 17;2018-10-04;09:00:00;Irauçuba;Feminino;14
AIS 06;2018-10-04;12:00:00;Fortaleza;Feminino;10
AIS 24;2018-10-05;08:00:00;Maranguape;Feminino;10
AIS 19;2018-10-05;11:00:00;Juazeiro do Norte;Feminino;13
AIS Não Identificada (Fortaleza);2018-10-05;17:00:00;Fortaleza;Masculino;7
AIS 04;2018-10-05;20:00:00;Fortaleza;Masculino;8
AIS 16;2018-10-06;00:00:00;Ipueiras;Feminino;10
AIS 10;2018-10-07;09:00:00;Fortaleza;Feminino;12
AIS 15;2018-10-07;12:00:00;Canindé;Feminino;10
AIS 19;2018-10-07;15:30:00;Juazeiro do Norte;Feminino;12
AIS 19;2018-10-07;15:30:00;Juazeiro do Norte;Feminino;8
AIS 19;2018-10-07;15:30:00;Juazeiro do Norte;Masculino;7
AIS 21;2018-10-07;19:00:00;Iguatu;Feminino;13
AIS 21;2018-10-07;21:00:00;Cariús;Feminino;3
AIS 12;2018-10-07;21:00:00;Maracanaú;Masculino;12
AIS Não Identificada (Fortaleza);2018-10-08;08:00:00;Fortaleza;Feminino;1
AIS 19;2018-10-08;11:00:00;Farias Brito;Masculino;17
AIS 14;2018-10-08;18:00:00;Graça;Feminino;10
AIS 14;2018-10-09;06:00:00;São Benedito;Feminino;14
AIS Não Identificada (Fortaleza);2018-10-09;09:00:00;Fortaleza;Feminino;11
AIS Não Identificada (Fortaleza);2018-10-09;09:00:00;Fortaleza;Feminino;14
AIS 18;2018-10-09;18:45:00;Russas;Feminino;15
AIS 08;2018-10-10;06:30:00;Fortaleza;Feminino;10
AIS 04;2018-10-10;14:00:00;Fortaleza;Masculino;4
AIS 04;2018-10-10;14:00:00;Fortaleza;Masculino;4
AIS 14;2018-10-10;20:00:00;Camocim;Feminino;5
AIS 18;2018-10-10;20:30:00;Beberibe;Feminino;12
AIS 14;2018-10-11;12:00:00;Camocim;Feminino;9
AIS 02;2018-10-12;13:00:00;Fortaleza;Feminino;10
AIS 25;2018-10-13;16:00:00;Itaitinga;Feminino;11
AIS 09;2018-10-13;18:15:00;Fortaleza;Masculino;7
AIS 11;2018-10-14;00:00:00;Caucaia;Feminino;8
AIS 19;2018-10-14;09:00:00;Crato;Feminino;8
AIS 19;2018-10-14;13:00:00;Juazeiro do Norte;Feminino;3
AIS 19;2018-10-14;22:00:00;Juazeiro do Norte;Feminino;3
AIS 12;2018-10-14;22:30:00;Maracanaú;Feminino;2
AIS 16;2018-10-14;23:30:00;Nova Russas;Feminino;12
AIS 18;2018-10-15;16:30:00;Icapuí;Feminino;4
AIS Não Identificada (Fortaleza);2018-10-15;18:00:00;Fortaleza;Feminino;2
AIS 13;2018-10-15;18:00:00;Aquiraz;Masculino;8
AIS 13;2018-10-15;18:00:00;Aquiraz;Masculino;5
AIS 20;2018-10-15;22:00:00;Pedra Branca;Feminino;12
AIS 14;2018-10-16;09:30:00;Martinópole;Feminino;5
AIS 14;2018-10-16;10:00:00;Sobral;Feminino;11
AIS 07;2018-10-16;15:00:00;Fortaleza;Feminino;7
AIS 20;2018-10-17;18:00:00;Quixeramobim;Feminino;11
AIS 20;2018-10-17;20:00:00;Quixeramobim;Feminino;13
AIS 25;2018-10-17;22:30:00;Itaitinga;Masculino;3
AIS 21;2018-10-18;08:00:00;Quixelô;Feminino;15
AIS 24;2018-10-18;13:30:00;Maranguape;Feminino;12
AIS 19;2018-10-19;00:00:00;Barbalha;Feminino;13
AIS 22;2018-10-19;10:00:00;Tauá;Feminino;16
AIS 22;2018-10-19;10:00:00;Tauá;Feminino;16
AIS Não Identificada (Fortaleza);2018-10-19;15:00:00;Fortaleza;Feminino;12
AIS 23;2018-10-19;16:00:00;São Luís do Curu;Feminino;12
AIS 23;2018-10-20;02:00:00;Paracuru;Feminino;16
AIS 24;2018-10-20;11:00:00;Guaiúba;Feminino;4
AIS 11;2018-10-20;12:30:00;Caucaia;Feminino;9
AIS 14;2018-10-20;22:00:00;Viçosa do Ceará;Feminino;12
AIS 08;2018-10-21;02:45:00;Fortaleza;Feminino;9
AIS 17;2018-10-21;04:00:00;Uruburetama;Feminino;13
AIS 12;2018-10-21;10:30:00;Maracanaú;Masculino;9
AIS 12;2018-10-21;12:00:00;Maracanaú;Feminino;6
AIS 03;2018-10-21;20:00:00;Fortaleza;Feminino;15
AIS 08;2018-10-22;02:30:00;Fortaleza;Masculino;11
AIS 24;2018-10-22;09:00:00;Pacatuba;Masculino;4
AIS 19;2018-10-22;09:15:00;Juazeiro do Norte;Feminino;12
AIS 19;2018-10-22;09:30:00;Mauriti;Feminino;12
AIS 07;2018-10-22;11:00:00;Fortaleza;Feminino;5
AIS 11;2018-10-22;13:34:00;Caucaia;Feminino;8
AIS 11;2018-10-22;13:34:00;Caucaia;Feminino;14
AIS 09;2018-10-22;15:00:00;Fortaleza;Masculino;7
AIS 14;2018-10-22;21:17:00;Tianguá;Feminino;12
AIS 17;2018-10-23;07:00:00;Uruburetama;Feminino;13
AIS 19;2018-10-23;10:00:00;Crato;Feminino;13
AIS 21;2018-10-23;12:00:00;Jucás;Masculino;11
AIS 16;2018-10-23;15:00:00;Ipaporanga;Feminino;11
AIS 07;2018-10-24;09:00:00;Fortaleza;Feminino;3
AIS 02;2018-10-24;21:00:00;Fortaleza;Feminino;3
AIS 18;2018-10-24;21:00:00;Russas;Feminino;12
AIS 03;2018-10-24;23:20:00;Fortaleza;Feminino;10
AIS 03;2018-10-25;12:00:00;Fortaleza;Masculino;12
AIS 17;2018-10-25;14:00:00;Itapajé;Feminino;4
AIS 08;2018-10-26;08:00:00;Fortaleza;Feminino;8
AIS 25;2018-10-26;10:00:00;Horizonte;Feminino;12
AIS 21;2018-10-26;12:00:00;Iguatu;Feminino;11
AIS 21;2018-10-26;12:00:00;Iguatu;Feminino;7
AIS 15;2018-10-26;12:00:00;Acarape;Feminino;2
AIS 13;2018-10-26;12:00:00;Cascavel;Feminino;2
AIS 05;2018-10-26;23:30:00;Fortaleza;Feminino;13
AIS 03;2018-10-27;14:00:00;Fortaleza;Feminino;11
AIS 03;2018-10-27;16:30:00;Fortaleza;Feminino;12
AIS 19;2018-10-27;19:00:00;Crato;Feminino;13
AIS 23;2018-10-28;12:00:00;São Gonçalo do Amarante;Feminino;2
AIS 05;2018-10-28;16:00:00;Fortaleza;Feminino;3
AIS 07;2018-10-29;09:00:00;Fortaleza;Masculino;11
AIS 10;2018-10-29;19:30:00;Fortaleza;Feminino;12
AIS 21;2018-10-29;21:00:00;Várzea Alegre;Feminino;16
AIS 15;2018-10-30;00:00:00;Redenção;Feminino;6
AIS 02;2018-10-30;06:40:00;Fortaleza;Feminino;11
AIS 08;2018-10-30;09:00:00;Fortaleza;Feminino;3
AIS 05;2018-10-30;16:20:00;Fortaleza;Feminino;11
AIS 19;2018-10-31;00:00:00;Juazeiro do Norte;Masculino;13
AIS 19;2018-10-31;00:00:00;Juazeiro do Norte;Masculino;11
AIS 19;2018-10-31;00:00:00;Juazeiro do Norte;Masculino;13
AIS 19;2018-10-31;00:00:00;Juazeiro do Norte;Masculino;14
AIS 24;2018-10-31;08:00:00;Maranguape;Feminino;13
AIS 17;2018-10-31;10:00:00;Pentecoste;Feminino;13
AIS 03;2018-10-31;13:10:00;Fortaleza;Feminino;12
AIS 03;2018-10-31;13:10:00;Fortaleza;Feminino;12
AIS 03;2018-10-31;13:10:00;Fortaleza;Feminino;14
AIS 14;2018-10-31;17:30:00;Alcântaras;Feminino;7
AIS 14;2018-10-31;21:30:00;Meruoca;Feminino;11
AIS 04;2018-11-01;08:30:00;Fortaleza;Feminino;13
AIS 14;2018-11-01;18:30:00;Ubajara;Feminino;16
AIS 06;2018-11-01;20:00:00;Fortaleza;Masculino;5
